2025-10-26 14:55:06 | customer_support | workflow_delay | $0.0893 | partial
2025-10-27 15:47:16 | order_processing | queue_pressure | $0.0989 | partial
2025-10-27 15:47:17 | customer_support | api_failure | $0.0882 | partial
2025-10-27 15:47:22 | customer_support | queue_pressure | $0.0942 | partial
2025-10-27 15:47:23 | invoice_processing | api_failure | $0.0965 | partial
2025-10-27 15:47:28 | invoice_processing | api_failure | $0.0914 | partial
2025-10-27 15:47:30 | customer_support | workflow_delay | $0.0899 | partial
2025-10-27 15:47:34 | invoice_processing | api_failure | $0.0899 | partial
2025-10-27 15:47:39 | customer_support | api_failure | $0.0982 | partial
2025-10-27 15:47:44 | customer_support | api_failure | $0.0888 | partial
2025-10-27 15:47:44 | order_processing | queue_pressure | $0.0880 | partial
2025-10-27 15:47:49 | invoice_processing | data_error | $0.0928 | partial
2025-10-27 15:47:51 | order_processing | workflow_delay | $0.0954 | partial
2025-10-27 15:47:57 | customer_support | api_failure | $0.0978 | partial
2025-10-27 15:47:59 | order_processing | data_error | $0.0926 | partial
2025-10-27 15:48:04 | invoice_processing | data_error | $0.0964 | partial
2025-10-27 15:48:09 | invoice_processing | workflow_delay | $0.0962 | partial
2025-10-27 15:48:14 | order_processing | workflow_delay | $0.0911 | partial
2025-10-27 15:48:16 | invoice_processing | data_error | $0.0897 | partial
2025-10-27 15:48:22 | customer_support | data_error | $0.0913 | partial
2025-10-27 15:48:25 | invoice_processing | queue_pressure | $0.0964 | partial
2025-10-27 15:48:32 | customer_support | api_failure | $0.0955 | partial
2025-10-27 15:48:32 | invoice_processing | queue_pressure | $0.0923 | partial
2025-10-27 15:48:37 | invoice_processing | data_error | $0.0890 | partial
2025-10-27 15:48:38 | order_processing | queue_pressure | $0.0931 | partial
2025-10-27 15:48:44 | order_processing | api_failure | $0.0947 | partial
2025-10-27 15:48:47 | customer_support | data_error | $0.0964 | partial
2025-10-27 15:48:54 | customer_support | workflow_delay | $0.0962 | partial
2025-10-27 15:48:55 | customer_support | data_error | $0.0912 | partial
2025-10-27 15:48:59 | invoice_processing | queue_pressure | $0.0941 | partial
2025-10-27 15:49:00 | order_processing | queue_pressure | $0.0923 | partial
2025-10-27 15:49:04 | order_processing | api_failure | $0.0972 | partial
2025-10-27 15:49:09 | order_processing | workflow_delay | $0.0959 | partial
2025-10-27 15:49:11 | customer_support | data_error | $0.0917 | partial
2025-10-27 15:49:14 | invoice_processing | queue_pressure | $0.0963 | partial
2025-10-27 15:49:21 | order_processing | api_failure | $0.0915 | partial
2025-10-27 15:49:21 | customer_support | queue_pressure | $0.0937 | partial
2025-10-27 15:49:28 | invoice_processing | data_error | $0.0924 | partial
2025-10-27 15:49:31 | invoice_processing | queue_pressure | $0.0979 | partial
2025-10-27 15:49:34 | invoice_processing | data_error | $0.0885 | partial
2025-10-27 15:49:40 | customer_support | queue_pressure | $0.0946 | partial
2025-10-27 15:49:41 | order_processing | workflow_delay | $0.0959 | partial
2025-10-27 15:49:46 | invoice_processing | workflow_delay | $0.0889 | partial
2025-10-27 15:49:50 | order_processing | api_failure | $0.0910 | partial
2025-10-27 15:49:55 | customer_support | data_error | $0.0894 | partial
2025-10-27 15:49:59 | order_processing | api_failure | $0.0890 | partial
2025-10-27 15:50:04 | customer_support | workflow_delay | $0.0966 | partial
2025-10-27 15:50:05 | customer_support | workflow_delay | $0.0920 | partial
2025-10-27 15:50:09 | customer_support | workflow_delay | $0.0925 | partial
2025-10-27 15:50:14 | invoice_processing | data_error | $0.0938 | partial
2025-10-27 15:50:16 | customer_support | queue_pressure | $0.0964 | partial
2025-10-27 15:50:23 | order_processing | api_failure | $0.0960 | partial
2025-10-27 15:50:23 | customer_support | api_failure | $0.0906 | partial
2025-10-27 15:50:31 | customer_support | queue_pressure | $0.0948 | partial
2025-10-27 15:50:33 | customer_support | api_failure | $0.0899 | partial
2025-10-27 15:50:39 | order_processing | data_error | $0.0943 | partial
2025-10-27 15:50:40 | customer_support | workflow_delay | $0.0936 | partial
2025-10-27 15:50:44 | customer_support | queue_pressure | $0.0968 | partial
2025-10-27 15:50:49 | customer_support | data_error | $0.0908 | partial
2025-10-27 15:50:49 | customer_support | workflow_delay | $0.0989 | partial
2025-10-27 15:50:55 | invoice_processing | api_failure | $0.0983 | partial
2025-10-27 15:50:57 | customer_support | data_error | $0.0882 | partial
2025-10-27 15:51:03 | invoice_processing | workflow_delay | $0.0970 | partial
2025-10-27 15:51:04 | invoice_processing | api_failure | $0.0922 | partial
2025-10-27 15:51:08 | invoice_processing | data_error | $0.0952 | partial
2025-10-27 15:51:11 | customer_support | api_failure | $0.0954 | partial
2025-10-27 15:51:14 | invoice_processing | queue_pressure | $0.0917 | partial
2025-10-27 15:51:16 | order_processing | data_error | $0.0963 | partial
2025-10-27 15:51:20 | customer_support | data_error | $0.0945 | partial
2025-10-27 15:51:24 | invoice_processing | queue_pressure | $0.0965 | partial
2025-10-27 15:51:30 | invoice_processing | api_failure | $0.0984 | partial
2025-10-27 15:51:31 | order_processing | api_failure | $0.0891 | partial
2025-10-27 15:51:35 | order_processing | data_error | $0.0971 | partial
2025-10-27 15:51:41 | order_processing | queue_pressure | $0.0955 | partial
2025-10-27 15:51:43 | customer_support | data_error | $0.0980 | partial
2025-10-27 15:51:47 | order_processing | queue_pressure | $0.0940 | partial
2025-10-27 15:51:51 | invoice_processing | data_error | $0.0915 | partial
2025-10-27 15:51:57 | invoice_processing | queue_pressure | $0.0909 | partial
2025-10-27 15:51:58 | order_processing | api_failure | $0.0971 | partial
2025-10-27 15:52:04 | invoice_processing | workflow_delay | $0.0905 | partial
2025-10-27 15:52:06 | invoice_processing | data_error | $0.0964 | partial
2025-10-27 15:52:11 | customer_support | data_error | $0.0893 | partial
2025-10-27 15:52:13 | order_processing | workflow_delay | $0.0947 | partial
2025-10-27 15:52:16 | invoice_processing | workflow_delay | $0.0879 | partial
2025-10-27 15:52:23 | invoice_processing | data_error | $0.0975 | partial
2025-10-27 15:52:26 | customer_support | data_error | $0.0969 | partial
2025-10-27 15:52:28 | invoice_processing | workflow_delay | $0.0989 | partial
2025-10-27 15:52:33 | order_processing | api_failure | $0.0951 | partial
2025-10-27 15:52:35 | invoice_processing | data_error | $0.0911 | partial
2025-10-27 15:52:39 | customer_support | workflow_delay | $0.0963 | partial
2025-10-27 15:52:40 | invoice_processing | queue_pressure | $0.0974 | partial
2025-10-27 15:52:47 | order_processing | workflow_delay | $0.0920 | partial
2025-10-27 15:52:47 | invoice_processing | api_failure | $0.0878 | partial
2025-10-27 15:52:54 | invoice_processing | queue_pressure | $0.0912 | partial
2025-10-27 15:52:55 | invoice_processing | queue_pressure | $0.0954 | partial
2025-10-27 15:52:59 | order_processing | data_error | $0.0960 | partial
2025-10-27 15:53:04 | order_processing | queue_pressure | $0.0934 | partial
2025-10-27 15:53:07 | customer_support | queue_pressure | $0.0956 | partial
2025-10-27 15:53:10 | invoice_processing | queue_pressure | $0.0975 | partial
2025-10-27 15:53:16 | invoice_processing | workflow_delay | $0.0922 | partial
2025-10-27 15:53:17 | customer_support | queue_pressure | $0.0944 | partial
2025-10-27 15:53:22 | customer_support | data_error | $0.0955 | partial
2025-10-27 15:53:27 | order_processing | data_error | $0.0933 | partial
2025-10-27 15:53:29 | customer_support | api_failure | $0.0920 | partial
2025-10-27 15:53:35 | order_processing | queue_pressure | $0.0986 | partial
2025-10-27 15:53:39 | order_processing | api_failure | $0.0946 | partial
2025-10-27 15:53:40 | invoice_processing | queue_pressure | $0.0905 | partial
2025-10-27 15:53:46 | invoice_processing | api_failure | $0.0961 | partial
2025-10-27 15:53:48 | invoice_processing | queue_pressure | $0.0933 | partial
2025-10-27 15:53:53 | order_processing | workflow_delay | $0.0897 | partial
2025-10-27 15:53:56 | order_processing | workflow_delay | $0.0940 | partial
2025-10-27 15:54:00 | customer_support | api_failure | $0.0951 | partial
2025-10-27 15:54:02 | invoice_processing | data_error | $0.0892 | partial
2025-10-27 15:54:06 | invoice_processing | api_failure | $0.0882 | partial
2025-10-27 15:54:10 | order_processing | queue_pressure | $0.0920 | partial
2025-10-27 15:54:16 | customer_support | workflow_delay | $0.0902 | partial
2025-10-27 15:54:18 | order_processing | api_failure | $0.0988 | partial
2025-10-27 15:54:22 | customer_support | api_failure | $0.0885 | partial
2025-10-27 15:54:28 | customer_support | api_failure | $0.0895 | partial
2025-10-27 15:54:28 | invoice_processing | data_error | $0.0893 | partial
2025-10-27 15:54:37 | customer_support | workflow_delay | $0.0930 | partial
2025-10-27 15:54:37 | invoice_processing | api_failure | $0.0962 | partial
2025-10-27 15:54:43 | customer_support | queue_pressure | $0.0894 | partial
2025-10-27 15:54:43 | customer_support | api_failure | $0.0945 | partial
2025-10-27 15:54:49 | order_processing | workflow_delay | $0.0880 | partial
2025-10-27 15:54:53 | customer_support | data_error | $0.0894 | partial
2025-10-27 15:54:57 | order_processing | queue_pressure | $0.0987 | partial
2025-10-27 15:55:01 | customer_support | queue_pressure | $0.0951 | partial
2025-10-27 15:55:03 | customer_support | workflow_delay | $0.0881 | partial
2025-10-27 15:55:06 | customer_support | api_failure | $0.0935 | partial
2025-10-27 15:55:11 | order_processing | workflow_delay | $0.0945 | partial
2025-10-27 15:55:15 | order_processing | api_failure | $0.0919 | partial
2025-10-27 15:55:20 | invoice_processing | queue_pressure | $0.0954 | partial
2025-10-27 15:55:22 | customer_support | api_failure | $0.0877 | partial
2025-10-27 15:55:27 | customer_support | workflow_delay | $0.0946 | partial
2025-10-27 15:55:29 | customer_support | workflow_delay | $0.0959 | partial
2025-10-27 15:55:36 | invoice_processing | queue_pressure | $0.0912 | partial
2025-10-27 15:55:39 | invoice_processing | queue_pressure | $0.0901 | partial
2025-10-27 15:55:41 | invoice_processing | workflow_delay | $0.0913 | partial
2025-10-27 15:55:44 | order_processing | queue_pressure | $0.0954 | partial
2025-10-27 15:55:46 | order_processing | api_failure | $0.0878 | partial
2025-10-27 15:55:52 | invoice_processing | queue_pressure | $0.0984 | partial
2025-10-27 15:55:54 | invoice_processing | data_error | $0.0964 | partial
2025-10-27 15:55:57 | order_processing | workflow_delay | $0.0939 | partial
2025-10-27 15:55:59 | order_processing | workflow_delay | $0.0962 | partial
2025-10-27 15:56:04 | customer_support | queue_pressure | $0.0930 | partial
2025-10-27 15:56:06 | invoice_processing | api_failure | $0.0892 | partial
2025-10-27 15:56:26 | order_processing | data_error | $0.0881 | partial
2025-10-27 15:56:36 | invoice_processing | workflow_delay | $0.0899 | partial
2025-10-27 15:56:42 | invoice_processing | data_error | $0.0957 | partial
2025-10-27 15:56:51 | invoice_processing | api_failure | $0.0893 | partial
2025-10-27 15:57:00 | order_processing | workflow_delay | $0.0942 | partial
2025-10-27 15:57:05 | customer_support | data_error | $0.0956 | partial
2025-10-27 15:57:12 | customer_support | workflow_delay | $0.0890 | partial
2025-10-27 15:57:18 | customer_support | data_error | $0.0982 | partial
2025-10-27 15:57:27 | customer_support | workflow_delay | $0.0966 | partial
2025-10-27 15:57:35 | customer_support | api_failure | $0.0951 | partial
2025-10-27 15:57:42 | order_processing | api_failure | $0.0945 | partial
2025-10-27 15:57:50 | customer_support | data_error | $0.0902 | partial
2025-10-27 15:57:55 | customer_support | queue_pressure | $0.0942 | partial
2025-10-27 15:58:03 | invoice_processing | data_error | $0.0939 | partial
2025-10-27 15:58:09 | customer_support | data_error | $0.0940 | partial
2025-10-27 15:58:14 | order_processing | queue_pressure | $0.0886 | partial
2025-10-27 15:58:20 | order_processing | data_error | $0.0899 | partial
2025-10-27 15:58:29 | invoice_processing | workflow_delay | $0.0925 | partial
2025-10-27 15:58:38 | customer_support | api_failure | $0.0915 | partial
2025-10-27 15:58:44 | customer_support | api_failure | $0.0896 | partial
2025-10-27 15:58:52 | invoice_processing | data_error | $0.0944 | partial
2025-10-27 15:58:59 | order_processing | api_failure | $0.0980 | partial
2025-10-27 15:59:04 | invoice_processing | api_failure | $0.0896 | partial
2025-10-27 15:59:14 | order_processing | workflow_delay | $0.0892 | partial
2025-10-27 15:59:22 | invoice_processing | workflow_delay | $0.0984 | partial
2025-10-27 15:59:30 | customer_support | workflow_delay | $0.0927 | partial
2025-10-27 15:59:38 | invoice_processing | api_failure | $0.0962 | partial
2025-10-27 15:59:48 | invoice_processing | workflow_delay | $0.0950 | partial
2025-10-27 15:59:53 | invoice_processing | workflow_delay | $0.0949 | partial
2025-10-27 16:00:04 | invoice_processing | data_error | $0.0978 | partial
2025-10-27 16:00:13 | order_processing | data_error | $0.0973 | partial
2025-10-27 16:00:18 | customer_support | workflow_delay | $0.0964 | partial
2025-10-27 16:00:27 | customer_support | queue_pressure | $0.0878 | partial
2025-10-27 16:00:34 | invoice_processing | queue_pressure | $0.0903 | partial
2025-10-27 16:00:44 | customer_support | workflow_delay | $0.0912 | partial
2025-10-27 16:00:49 | order_processing | workflow_delay | $0.0983 | partial
2025-10-27 16:00:55 | customer_support | queue_pressure | $0.0966 | partial
2025-10-27 16:01:04 | order_processing | workflow_delay | $0.0890 | partial
2025-10-27 16:01:12 | customer_support | workflow_delay | $0.0979 | partial
2025-10-27 16:01:20 | customer_support | api_failure | $0.0914 | partial
2025-10-27 16:01:29 | customer_support | queue_pressure | $0.0892 | partial
2025-10-27 16:01:39 | invoice_processing | data_error | $0.0918 | partial
2025-10-27 16:01:45 | customer_support | queue_pressure | $0.0899 | partial
2025-10-27 16:01:51 | invoice_processing | data_error | $0.0896 | partial
2025-10-27 16:01:57 | invoice_processing | data_error | $0.0978 | partial
2025-10-27 16:02:03 | invoice_processing | queue_pressure | $0.0890 | partial
2025-10-27 16:02:11 | invoice_processing | workflow_delay | $0.0973 | partial
2025-10-27 16:02:17 | invoice_processing | api_failure | $0.0984 | partial
2025-10-27 16:02:24 | order_processing | api_failure | $0.0906 | partial
2025-10-27 16:02:31 | order_processing | queue_pressure | $0.0988 | partial
2025-10-27 16:02:39 | customer_support | api_failure | $0.0898 | partial
2025-10-27 16:02:44 | customer_support | api_failure | $0.0907 | partial
2025-10-27 16:02:52 | invoice_processing | queue_pressure | $0.0907 | partial
2025-10-27 16:03:02 | invoice_processing | workflow_delay | $0.0937 | partial
2025-10-27 16:03:09 | customer_support | data_error | $0.0911 | partial
2025-10-27 16:03:19 | invoice_processing | workflow_delay | $0.0984 | partial
2025-10-27 16:03:27 | customer_support | queue_pressure | $0.0921 | partial
2025-10-27 16:03:37 | customer_support | data_error | $0.0911 | partial
2025-10-27 16:03:44 | order_processing | api_failure | $0.0913 | partial
2025-10-27 16:03:49 | invoice_processing | data_error | $0.0970 | partial
2025-10-27 16:03:57 | customer_support | workflow_delay | $0.0909 | partial
2025-10-27 16:04:07 | customer_support | api_failure | $0.0927 | partial
2025-10-27 16:04:16 | customer_support | data_error | $0.0983 | partial
2025-10-27 16:04:25 | order_processing | queue_pressure | $0.0973 | partial
2025-10-27 16:04:32 | order_processing | api_failure | $0.0968 | partial
2025-10-27 16:04:38 | invoice_processing | data_error | $0.0990 | partial
2025-10-27 16:04:48 | order_processing | workflow_delay | $0.0913 | partial
2025-10-27 16:04:56 | customer_support | api_failure | $0.0912 | partial
2025-10-27 16:05:05 | customer_support | workflow_delay | $0.0904 | partial
2025-10-27 16:05:15 | invoice_processing | queue_pressure | $0.0982 | partial
2025-10-27 16:05:23 | order_processing | api_failure | $0.0950 | partial
2025-10-27 16:05:29 | order_processing | workflow_delay | $0.0949 | partial
2025-10-27 16:05:37 | order_processing | data_error | $0.0967 | partial
2025-10-27 16:05:42 | order_processing | data_error | $0.0938 | partial
2025-10-27 16:05:50 | customer_support | queue_pressure | $0.0979 | partial
2025-10-27 16:05:59 | order_processing | queue_pressure | $0.0943 | partial
2025-10-27 16:06:05 | order_processing | api_failure | $0.0975 | partial
2025-10-27 16:06:13 | invoice_processing | queue_pressure | $0.0965 | partial
2025-10-27 16:06:22 | order_processing | queue_pressure | $0.0968 | partial
2025-10-27 16:06:31 | invoice_processing | api_failure | $0.0919 | partial
2025-10-27 16:06:39 | order_processing | workflow_delay | $0.0924 | partial
2025-10-27 16:06:45 | customer_support | data_error | $0.0945 | partial
2025-10-27 16:06:50 | customer_support | queue_pressure | $0.0919 | partial
2025-10-27 16:06:55 | customer_support | data_error | $0.0933 | partial
2025-10-27 16:07:03 | order_processing | workflow_delay | $0.0936 | partial
2025-10-27 16:07:12 | order_processing | data_error | $0.0879 | partial
2025-10-27 16:07:17 | invoice_processing | workflow_delay | $0.0972 | partial
2025-10-27 16:07:24 | customer_support | workflow_delay | $0.0919 | partial
2025-10-27 16:07:32 | invoice_processing | data_error | $0.0933 | partial
2025-10-27 16:07:38 | order_processing | workflow_delay | $0.0937 | partial
2025-10-27 16:07:46 | order_processing | queue_pressure | $0.0938 | partial
2025-10-27 16:07:55 | invoice_processing | workflow_delay | $0.0961 | partial
2025-10-27 16:08:00 | order_processing | queue_pressure | $0.0934 | partial
2025-10-27 16:08:05 | customer_support | workflow_delay | $0.0972 | partial
2025-10-27 16:08:15 | invoice_processing | workflow_delay | $0.0951 | partial
2025-10-27 16:08:23 | customer_support | data_error | $0.0899 | partial
2025-10-27 16:08:28 | order_processing | data_error | $0.0948 | partial
2025-10-27 16:08:36 | customer_support | queue_pressure | $0.0989 | partial
2025-10-27 16:08:43 | customer_support | data_error | $0.0904 | partial
2025-10-27 16:08:51 | order_processing | data_error | $0.0977 | partial
2025-10-27 16:08:59 | customer_support | queue_pressure | $0.0923 | partial
2025-10-27 16:09:09 | invoice_processing | queue_pressure | $0.0915 | partial
2025-10-27 16:09:15 | invoice_processing | queue_pressure | $0.0892 | partial
2025-10-27 16:09:20 | customer_support | api_failure | $0.0901 | partial
2025-10-27 16:09:27 | invoice_processing | api_failure | $0.0973 | partial
2025-10-27 16:09:33 | invoice_processing | queue_pressure | $0.0883 | partial
2025-10-27 16:09:41 | order_processing | api_failure | $0.0882 | partial
2025-10-27 16:09:47 | order_processing | api_failure | $0.0973 | partial
2025-10-27 16:09:52 | order_processing | api_failure | $0.0884 | partial
2025-10-27 16:09:59 | order_processing | api_failure | $0.0935 | partial
2025-10-27 16:10:09 | invoice_processing | workflow_delay | $0.0890 | partial
2025-10-27 16:10:19 | customer_support | api_failure | $0.0976 | partial
2025-10-27 16:10:24 | order_processing | workflow_delay | $0.0939 | partial
2025-10-27 16:10:29 | invoice_processing | queue_pressure | $0.0966 | partial
2025-10-27 16:10:37 | order_processing | data_error | $0.0918 | partial
2025-10-27 16:10:42 | order_processing | api_failure | $0.0978 | partial
2025-10-27 16:10:51 | order_processing | api_failure | $0.0935 | partial
2025-10-27 16:11:01 | invoice_processing | workflow_delay | $0.0879 | partial
2025-10-27 16:11:08 | customer_support | api_failure | $0.0935 | partial
2025-10-27 16:11:17 | invoice_processing | queue_pressure | $0.0927 | partial
2025-10-27 16:11:25 | customer_support | queue_pressure | $0.0907 | partial
2025-10-27 16:11:34 | order_processing | workflow_delay | $0.0895 | partial
2025-10-27 16:11:41 | order_processing | data_error | $0.0950 | partial
2025-10-27 16:11:48 | order_processing | data_error | $0.0990 | partial
2025-10-27 16:11:53 | order_processing | api_failure | $0.0904 | partial
2025-10-27 16:12:01 | invoice_processing | api_failure | $0.0975 | partial
2025-10-27 16:12:09 | invoice_processing | data_error | $0.0953 | partial
2025-10-27 16:12:14 | customer_support | api_failure | $0.0883 | partial
2025-10-27 16:12:20 | customer_support | data_error | $0.0885 | partial
2025-10-27 16:12:25 | invoice_processing | queue_pressure | $0.0924 | partial
2025-10-27 16:12:30 | order_processing | workflow_delay | $0.0956 | partial
2025-10-27 16:12:37 | order_processing | data_error | $0.0967 | partial
2025-10-27 16:12:47 | customer_support | workflow_delay | $0.0883 | partial
2025-10-27 16:12:55 | customer_support | workflow_delay | $0.0903 | partial
2025-10-27 16:13:01 | order_processing | api_failure | $0.0981 | partial
2025-10-27 16:13:08 | customer_support | api_failure | $0.0976 | partial
2025-10-27 16:13:15 | customer_support | queue_pressure | $0.0949 | partial
2025-10-27 16:13:23 | invoice_processing | data_error | $0.0955 | partial
2025-10-27 16:13:28 | order_processing | workflow_delay | $0.0913 | partial
2025-10-27 16:13:37 | customer_support | queue_pressure | $0.0915 | partial
2025-10-27 16:13:46 | order_processing | workflow_delay | $0.0970 | partial
2025-10-27 16:13:56 | order_processing | workflow_delay | $0.0921 | partial
2025-10-27 16:14:01 | invoice_processing | data_error | $0.0935 | partial
2025-10-27 16:14:11 | invoice_processing | api_failure | $0.0883 | partial
2025-10-27 16:14:19 | order_processing | workflow_delay | $0.0977 | partial
2025-10-27 16:14:24 | customer_support | workflow_delay | $0.0953 | partial
2025-10-27 16:14:32 | order_processing | api_failure | $0.0877 | partial
2025-10-27 16:14:39 | order_processing | workflow_delay | $0.0954 | partial
2025-10-27 16:14:44 | invoice_processing | queue_pressure | $0.0981 | partial
2025-10-27 16:14:49 | invoice_processing | workflow_delay | $0.0887 | partial
2025-10-27 16:14:55 | customer_support | data_error | $0.0892 | partial
2025-10-27 16:15:05 | customer_support | queue_pressure | $0.0935 | partial
2025-10-27 16:15:13 | invoice_processing | data_error | $0.0899 | partial
2025-10-27 16:15:21 | customer_support | queue_pressure | $0.0989 | partial
2025-10-27 16:15:27 | order_processing | api_failure | $0.0967 | partial
2025-10-27 16:15:36 | order_processing | queue_pressure | $0.0988 | partial
2025-10-27 16:15:41 | order_processing | api_failure | $0.0949 | partial
2025-10-27 16:15:48 | customer_support | workflow_delay | $0.0897 | partial
2025-10-27 16:15:55 | customer_support | api_failure | $0.0902 | partial
2025-10-27 16:16:02 | invoice_processing | workflow_delay | $0.0983 | partial
2025-10-27 16:16:10 | invoice_processing | workflow_delay | $0.0931 | partial
2025-10-27 16:16:19 | customer_support | workflow_delay | $0.0921 | partial
2025-10-27 16:16:28 | customer_support | queue_pressure | $0.0946 | partial
2025-10-27 16:16:36 | invoice_processing | workflow_delay | $0.0900 | partial
2025-10-27 16:16:45 | order_processing | workflow_delay | $0.0876 | partial
2025-10-27 16:16:52 | order_processing | data_error | $0.0964 | partial
2025-10-27 16:16:58 | customer_support | queue_pressure | $0.0929 | partial
2025-10-27 16:17:06 | invoice_processing | queue_pressure | $0.0876 | partial
2025-10-27 16:17:11 | invoice_processing | data_error | $0.0976 | partial
2025-10-27 16:17:17 | invoice_processing | workflow_delay | $0.0897 | partial
2025-10-27 16:17:27 | invoice_processing | data_error | $0.0879 | partial
2025-10-27 16:17:36 | order_processing | data_error | $0.0959 | partial
2025-10-27 16:17:45 | invoice_processing | data_error | $0.0910 | partial
2025-10-27 16:17:50 | customer_support | queue_pressure | $0.0918 | partial
2025-10-27 16:17:58 | customer_support | api_failure | $0.0960 | partial
2025-10-27 16:18:07 | customer_support | data_error | $0.0945 | partial
2025-10-27 16:18:16 | order_processing | data_error | $0.0953 | partial
2025-10-27 16:18:23 | invoice_processing | queue_pressure | $0.0897 | partial
2025-10-27 16:18:32 | customer_support | api_failure | $0.0978 | partial
2025-10-27 16:18:41 | invoice_processing | queue_pressure | $0.0917 | partial
2025-10-27 16:18:48 | order_processing | api_failure | $0.0912 | partial
2025-10-27 16:18:54 | order_processing | api_failure | $0.0962 | partial
2025-10-27 16:19:04 | order_processing | data_error | $0.0960 | partial
2025-10-27 16:19:09 | invoice_processing | workflow_delay | $0.0879 | partial
2025-10-27 16:19:15 | order_processing | queue_pressure | $0.0882 | partial
2025-10-27 16:19:24 | invoice_processing | data_error | $0.0970 | partial
2025-10-27 16:19:31 | invoice_processing | data_error | $0.0910 | partial
2025-10-27 16:19:39 | invoice_processing | data_error | $0.0963 | partial
2025-10-27 16:19:45 | order_processing | api_failure | $0.0889 | partial
2025-10-27 16:19:54 | order_processing | workflow_delay | $0.0891 | partial
2025-10-27 16:20:01 | invoice_processing | api_failure | $0.0895 | partial
2025-10-27 16:20:08 | order_processing | api_failure | $0.0892 | partial
2025-10-27 16:20:18 | invoice_processing | api_failure | $0.0928 | partial
2025-10-27 16:20:26 | order_processing | api_failure | $0.0938 | partial
2025-10-27 16:20:36 | invoice_processing | queue_pressure | $0.0893 | partial
2025-10-27 16:20:43 | invoice_processing | workflow_delay | $0.0916 | partial
2025-10-27 16:20:50 | invoice_processing | data_error | $0.0887 | partial
2025-10-27 16:20:58 | customer_support | api_failure | $0.0985 | partial
2025-10-27 16:21:08 | customer_support | api_failure | $0.0876 | partial
2025-10-27 16:21:17 | customer_support | api_failure | $0.0974 | partial
2025-10-27 16:21:24 | invoice_processing | api_failure | $0.0972 | partial
2025-10-27 16:21:31 | order_processing | data_error | $0.0984 | partial
2025-10-27 16:21:41 | order_processing | data_error | $0.0945 | partial
2025-10-27 16:21:46 | order_processing | queue_pressure | $0.0987 | partial
2025-10-27 16:21:54 | order_processing | workflow_delay | $0.0882 | partial
2025-10-27 16:22:02 | order_processing | data_error | $0.0945 | partial
2025-10-27 16:22:08 | invoice_processing | data_error | $0.0934 | partial
2025-10-27 16:22:16 | order_processing | data_error | $0.0926 | partial
2025-10-27 16:22:25 | order_processing | workflow_delay | $0.0913 | partial
2025-10-27 16:22:34 | order_processing | workflow_delay | $0.0908 | partial
2025-10-27 16:22:42 | customer_support | queue_pressure | $0.0935 | partial
2025-10-27 16:22:47 | customer_support | queue_pressure | $0.0939 | partial
2025-10-27 16:22:55 | customer_support | workflow_delay | $0.0985 | partial
2025-10-27 16:23:05 | customer_support | api_failure | $0.0906 | partial
2025-10-27 16:23:13 | invoice_processing | workflow_delay | $0.0885 | partial
2025-10-27 16:23:20 | customer_support | api_failure | $0.0984 | partial
2025-10-27 16:23:27 | order_processing | queue_pressure | $0.0894 | partial
2025-10-27 16:23:33 | order_processing | data_error | $0.0897 | partial
2025-10-27 16:23:43 | invoice_processing | data_error | $0.0974 | partial
2025-10-27 16:23:49 | order_processing | data_error | $0.0901 | partial
2025-10-27 16:23:54 | invoice_processing | workflow_delay | $0.0988 | partial
2025-10-27 16:24:00 | order_processing | queue_pressure | $0.0969 | partial
2025-10-27 16:24:06 | order_processing | api_failure | $0.0880 | partial
2025-10-27 16:24:16 | invoice_processing | api_failure | $0.0937 | partial
2025-10-27 16:24:21 | order_processing | workflow_delay | $0.0939 | partial
2025-10-27 16:24:27 | order_processing | data_error | $0.0888 | partial
2025-10-27 16:24:34 | invoice_processing | api_failure | $0.0885 | partial
2025-10-27 16:24:39 | customer_support | queue_pressure | $0.0936 | partial
2025-10-27 16:24:46 | customer_support | queue_pressure | $0.0926 | partial
2025-10-27 16:24:52 | order_processing | queue_pressure | $0.0942 | partial
2025-10-27 16:25:00 | invoice_processing | api_failure | $0.0880 | partial
2025-10-27 16:25:10 | order_processing | workflow_delay | $0.0899 | partial
2025-10-27 16:25:20 | order_processing | data_error | $0.0982 | partial
2025-10-27 16:25:30 | customer_support | data_error | $0.0970 | partial
2025-10-27 16:25:39 | order_processing | api_failure | $0.0906 | partial
2025-10-27 16:25:45 | order_processing | queue_pressure | $0.0904 | partial
2025-10-27 16:25:53 | order_processing | api_failure | $0.0932 | partial
2025-10-27 16:25:59 | invoice_processing | api_failure | $0.0880 | partial
2025-10-27 16:26:06 | customer_support | api_failure | $0.0894 | partial
2025-10-27 16:26:13 | order_processing | queue_pressure | $0.0919 | partial
2025-10-27 16:26:21 | invoice_processing | workflow_delay | $0.0939 | partial
2025-10-27 16:26:30 | invoice_processing | api_failure | $0.0972 | partial
2025-10-27 16:26:35 | order_processing | api_failure | $0.0936 | partial
2025-10-27 16:26:42 | customer_support | workflow_delay | $0.0897 | partial
2025-10-27 16:26:48 | order_processing | data_error | $0.0920 | partial
2025-10-27 16:26:56 | invoice_processing | queue_pressure | $0.0954 | partial
2025-10-27 16:27:04 | order_processing | api_failure | $0.0938 | partial
2025-10-27 16:27:12 | customer_support | workflow_delay | $0.0946 | partial
